"","X","Service.Request.Type","City.Department","Created.Date","Date","Time","Location","Latitude","Longitude","Latitude.Longitude","ZIP.Code","Police.Precinct","Neighborhood"
"100",1044104,"Graffiti","SPU-Seattle Public Utilities","04/25/2025 08:20:38 AM","2025-04-25","08:20:38","1436 SPRING ST, SEATTLE, WA 98104",47.61168604,-122.32211501,"POINT (-122.32211501 47.61168604)","98104","EAST","FIRST HILL"
"101",1044105,"Pothole","SDOT-Seattle Department of Transportation","04/25/2025 08:32:50 AM","2025-04-25","08:32:50","8601 53RD AVE S, SEATTLE, WA 98118",47.52688664,-122.26659683,"POINT (-122.26659683 47.52688664)","98118","SOUTH","DUNLAP"
"102",1044106,"Parking Enforcement","SPD-Seattle Police Department","04/25/2025 08:28:41 AM","2025-04-25","08:28:41","8048 MARY AVE NW, SEATTLE, WA 98117",47.68718815,-122.37533354,"POINT (-122.37533354 47.68718815)","98117","NORTH","WHITTIER HEIGHTS"
"103",1044107,"Parking Enforcement","SPD-Seattle Police Department","04/25/2025 08:28:36 AM","2025-04-25","08:28:36","1132 NW MARKET ST, SEATTLE, WA 98107",47.66894481,-122.37219645,"POINT (-122.37219645 47.66894481)","98107","NORTH","WEST WOODLAND"
"104",1044108,"Graffiti","SPU-Seattle Public Utilities","04/25/2025 08:32:42 AM","2025-04-25","08:32:42","594 1ST AVE W, SEATTLE, WA 98119",47.62452636,-122.35789445,"POINT (-122.35789445 47.62452636)","98119","WEST","LOWER QUEEN ANNE"
"105",1044109,"Pothole","SDOT-Seattle Department of Transportation","04/25/2025 08:22:30 AM","2025-04-25","08:22:30","4799 11TH AVE NW, SEATTLE, WA 98107",47.66364971,-122.37088821,"POINT (-122.37088821 47.66364971)","98107","NORTH","WEST WOODLAND"
"106",1044110,"Graffiti","SPU-Seattle Public Utilities","04/25/2025 08:16:49 AM","2025-04-25","08:16:49","1124 SUMMIT AVE, SEATTLE, WA 98101",47.61120228,-122.32363041,"POINT (-122.32363041 47.61120228)","98101","EAST","FIRST HILL"
"107",1044111,"Dead Animal","FAS-Finance and Administrative Services","04/25/2025 08:30:39 AM","2025-04-25","08:30:39","3631 SW BARTON ST, SEATTLE, WA 98126",47.52099962,-122.37851638,"POINT (-122.37851638 47.52099962)","98126","SOUTHWEST","FAUNTLEROY"
"108",1044112,"Clogged Storm Drain","SPU-Seattle Public Utilities","04/25/2025 08:32:34 AM","2025-04-25","08:32:34","317 NW 90TH ST, SEATTLE, WA 98117",47.69401119,-122.36153275,"POINT (-122.36153275 47.69401119)","98117","NORTH","GREENWOOD"
"109",1044113,"Streetlight Maintenance","SCL-Seattle City Light","04/25/2025 08:36:41 AM","2025-04-25","08:36:41","3797 CALIFORNIA AVE SW, SEATTLE, WA 98116",47.57022112,-122.38688859,"POINT (-122.38688859 47.57022112)","98116","SOUTHWEST","NORTH ADMIRAL"
"110",1044114,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/25/2025 08:38:37 AM","2025-04-25","08:38:37","823 SW HENDERSON ST, SEATTLE, WA 98106",47.52264493,-122.34636405,"POINT (-122.34636405 47.52264493)","98106","SOUTHWEST","HIGHLAND PARK"
"111",1044115,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 08:37:04 AM","2025-04-25","08:37:04","2013 NE 61ST ST, SEATTLE, WA 98115",47.67253155,-122.3063656,"POINT (-122.3063656 47.67253155)","98115","NORTH","RAVENNA"
"112",1044116,"General Inquiry - Customer Service Bureau","FAS-Finance and Administrative Services","04/25/2025 08:20:54 AM","2025-04-25","08:20:54","3696 44TH AVE SW, SEATTLE, WA 98116",47.57114627,-122.38798155,"POINT (-122.38798155 47.57114627)","98116","SOUTHWEST","NORTH ADMIRAL"
"113",1044117,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/25/2025 08:34:35 AM","2025-04-25","08:34:35","8314 MARY AVE NW, SEATTLE, WA 98117",47.68920186,-122.3751802,"POINT (-122.3751802 47.68920186)","98117","NORTH","WHITTIER HEIGHTS"
"114",1044118,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 08:36:47 AM","2025-04-25","08:36:47","516 BELMONT AVE E, SEATTLE, WA 98102",47.62363697,-122.32368337,"POINT (-122.32368337 47.62363697)","98102","EAST","BROADWAY"
"115",1044119,"Parking Enforcement","SPD-Seattle Police Department","04/25/2025 08:34:37 AM","2025-04-25","08:34:37","9015 STONE AVE N, SEATTLE, WA 98103",47.69461088,-122.3420417,"POINT (-122.3420417 47.69461088)","98103","NORTH","NORTH COLLEGE PARK"
"116",1044120,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/25/2025 08:44:40 AM","2025-04-25","08:44:40","1711 18TH AVE, SEATTLE, WA 98122",47.61656533,-122.30896521,"POINT (-122.30896521 47.61656533)","98122","EAST","STEVENS"
"117",1044121,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/25/2025 08:42:39 AM","2025-04-25","08:42:39","5817 28TH AVE NW, SEATTLE, WA 98107",47.67149166,-122.39315369,"POINT (-122.39315369 47.67149166)","98107","NORTH","ADAMS"
"118",1044122,"Pothole","SDOT-Seattle Department of Transportation","04/25/2025 08:36:55 AM","2025-04-25","08:36:55","1536 W EMERSON ST, SEATTLE, WA 98119",47.65407358,-122.37752917,"POINT (-122.37752917 47.65407358)","98119","WEST","INTERBAY"
"119",1044123,"General Inquiry - Transportation","SDOT-Seattle Department of Transportation","04/25/2025 08:26:35 AM","2025-04-25","08:26:35","115 1ST AVE S, SEATTLE, WA 98104",47.60127807,-122.33455721,"POINT (-122.33455721 47.60127807)","98104","WEST","PIONEER SQUARE"
"120",1044124,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 08:26:39 AM","2025-04-25","08:26:39","9032 HENDERSON PL SW, SEATTLE, WA 98106",47.52254224,-122.34640599,"POINT (-122.34640599 47.52254224)","98106","SOUTHWEST","HIGHLAND PARK"
"121",1044125,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/25/2025 08:35:43 AM","2025-04-25","08:35:43","9032 HENDERSON PL SW, SEATTLE, WA 98106",47.52254224,-122.34640599,"POINT (-122.34640599 47.52254224)","98106","SOUTHWEST","HIGHLAND PARK"
"122",1044126,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 08:49:17 AM","2025-04-25","08:49:17","9032 HENDERSON PL SW, SEATTLE, WA 98106",47.52254224,-122.34640599,"POINT (-122.34640599 47.52254224)","98106","SOUTHWEST","HIGHLAND PARK"
"123",1044127,"Parks and Recreation Maintenance","SPR-Seattle Parks and Recreation","04/25/2025 08:42:41 AM","2025-04-25","08:42:41","300 19TH AVE E, SEATTLE, WA 98112",47.62095772,-122.30642259,"POINT (-122.30642259 47.62095772)","98112","EAST","STEVENS"
"124",1044128,"Graffiti","SPU-Seattle Public Utilities","04/25/2025 08:44:43 AM","2025-04-25","08:44:43","500 MERCER ST, SEATTLE, WA 98109",47.62473073,-122.34727007,"POINT (-122.34727007 47.62473073)","98109","WEST","LOWER QUEEN ANNE"
"125",1044129,"Street Sign Maintenance","SDOT-Seattle Department of Transportation","04/25/2025 08:49:07 AM","2025-04-25","08:49:07","664 E REPUBLICAN ST, SEATTLE, WA 98102",47.62322043,-122.32339821,"POINT (-122.32339821 47.62322043)","98102","EAST","BROADWAY"
"126",1044130,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 08:46:47 AM","2025-04-25","08:46:47","9028 HENDERSON PL SW, SEATTLE, WA 98106",47.52257913,-122.34643173,"POINT (-122.34643173 47.52257913)","98106","SOUTHWEST","HIGHLAND PARK"
"127",1044131,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 08:53:40 AM","2025-04-25","08:53:40","700 QUEEN ANNE AVE N, SEATTLE, WA 98109",47.62568467,-122.3563753,"POINT (-122.3563753 47.62568467)","98109","WEST","LOWER QUEEN ANNE"
"128",1044132,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 08:51:46 AM","2025-04-25","08:51:46","9032 HENDERSON PL SW, SEATTLE, WA 98106",47.52254224,-122.34640599,"POINT (-122.34640599 47.52254224)","98106","SOUTHWEST","HIGHLAND PARK"
"129",1044133,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/25/2025 08:38:42 AM","2025-04-25","08:38:42","1751 17TH AVE, SEATTLE, WA 98122",47.61739441,-122.31068696,"POINT (-122.31068696 47.61739441)","98122","EAST","STEVENS"
"130",1044134,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/25/2025 08:46:33 AM","2025-04-25","08:46:33","1403 SW THISTLE ST, SEATTLE, WA 98106",47.52810964,-122.35354918,"POINT (-122.35354918 47.52810964)","98106","SOUTHWEST","HIGHLAND PARK"
"131",1044135,"Graffiti","SPU-Seattle Public Utilities","04/25/2025 08:53:45 AM","2025-04-25","08:53:45","8 W MERCER ST, SEATTLE, WA 98119",47.62475683,-122.3572715,"POINT (-122.3572715 47.62475683)","98119","WEST","LOWER QUEEN ANNE"
"132",1044136,"Parking Enforcement","SPD-Seattle Police Department","04/25/2025 08:48:59 AM","2025-04-25","08:48:59","2344 NW 59TH ST, SEATTLE, WA 98107",47.67172598,-122.3868053,"POINT (-122.3868053 47.67172598)","98107","NORTH","ADAMS"
"133",1044137,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 08:48:55 AM","2025-04-25","08:48:55","9030 HENDERSON PL SW, SEATTLE, WA 98106",47.52256069,-122.34641886,"POINT (-122.34641886 47.52256069)","98106","SOUTHWEST","HIGHLAND PARK"
"134",1044138,"Parking Enforcement","SPD-Seattle Police Department","04/25/2025 08:51:51 AM","2025-04-25","08:51:51","3163 FUHRMAN AVE E, SEATTLE, WA 98102",47.64953435,-122.31957378,"POINT (-122.31957378 47.64953435)","98102","EAST","PORTAGE BAY"
"135",1044139,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/25/2025 08:54:47 AM","2025-04-25","08:54:47","823 SW HENDERSON ST, SEATTLE, WA 98106",47.52264493,-122.34636405,"POINT (-122.34636405 47.52264493)","98106","SOUTHWEST","HIGHLAND PARK"
"136",1044140,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 08:46:41 AM","2025-04-25","08:46:41","823 SW HENDERSON ST, SEATTLE, WA 98106",47.52264493,-122.34636405,"POINT (-122.34636405 47.52264493)","98106","SOUTHWEST","HIGHLAND PARK"
"137",1044141,"Parking Enforcement","SPD-Seattle Police Department","04/25/2025 08:57:46 AM","2025-04-25","08:57:46","415 ALOHA ST, SEATTLE, WA 98109",47.62702579,-122.34806428,"POINT (-122.34806428 47.62702579)","98109","WEST","LOWER QUEEN ANNE"
"138",1044142,"Overgrown Vegetation","FAS-Finance and Administrative Services","04/25/2025 08:48:47 AM","2025-04-25","08:48:47","5112 S ADAMS ST, SEATTLE, WA 98118",47.56547183,-122.26852416,"POINT (-122.26852416 47.56547183)","98118","SOUTH","SEWARD PARK"
"139",1044143,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 08:51:48 AM","2025-04-25","08:51:48","823 SW HENDERSON ST, SEATTLE, WA 98106",47.52264493,-122.34636405,"POINT (-122.34636405 47.52264493)","98106","SOUTHWEST","HIGHLAND PARK"
"140",1044144,"Overgrown Vegetation","FAS-Finance and Administrative Services","04/25/2025 08:56:07 AM","2025-04-25","08:56:07","296 NW 40TH ST, SEATTLE, WA 98107",47.65565279,-122.3607787,"POINT (-122.3607787 47.65565279)","98107","NORTH","FREMONT"
"141",1044145,"Overgrown Vegetation","FAS-Finance and Administrative Services","04/25/2025 08:58:00 AM","2025-04-25","08:58:00","9366 17TH AVE SW, SEATTLE, WA 98106",47.51949804,-122.35636533,"POINT (-122.35636533 47.51949804)","98106","SOUTHWEST","SOUTH DELRIDGE"
"142",1044146,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 08:48:42 AM","2025-04-25","08:48:42","9030 HENDERSON PL SW, SEATTLE, WA 98106",47.52256069,-122.34641886,"POINT (-122.34641886 47.52256069)","98106","SOUTHWEST","HIGHLAND PARK"
"143",1044147,"Scooter or Bike Share Issue","SDOT-Seattle Department of Transportation","04/25/2025 08:55:05 AM","2025-04-25","08:55:05","160 LEE ST, SEATTLE, WA 98109",47.63131636,-122.35421182,"POINT (-122.35421182 47.63131636)","98109","WEST","EAST QUEEN ANNE"
"144",1044148,"Graffiti","SPU-Seattle Public Utilities","04/25/2025 08:55:57 AM","2025-04-25","08:55:57","146 W MERCER ST, SEATTLE, WA 98119",47.624672,-122.35862872,"POINT (-122.35862872 47.624672)","98119","WEST","LOWER QUEEN ANNE"
"145",1044149,"General Inquiry - Customer Service Bureau","FAS-Finance and Administrative Services","04/25/2025 09:00:09 AM","2025-04-25","09:00:09","3622 2ND AVE NW, SEATTLE, WA 98107",47.65332858,-122.35883455,"POINT (-122.35883455 47.65332858)","98107","NORTH","FREMONT"
"146",1044150,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 08:46:55 AM","2025-04-25","08:46:55","823 SW HENDERSON ST, SEATTLE, WA 98106",47.52264493,-122.34636405,"POINT (-122.34636405 47.52264493)","98106","SOUTHWEST","HIGHLAND PARK"
"147",1044151,"Graffiti","SPU-Seattle Public Utilities","04/25/2025 09:02:16 AM","2025-04-25","09:02:16","845 STEWART ST, SEATTLE, WA 98101",47.6151971,-122.33481731,"POINT (-122.33481731 47.6151971)","98101","WEST","BELLTOWN"
"148",1044152,"Street Sign Maintenance","SDOT-Seattle Department of Transportation","04/25/2025 08:49:13 AM","2025-04-25","08:49:13","6590 1ST AVE S, SEATTLE, WA 98108",47.54321438,-122.33414067,"POINT (-122.33414067 47.54321438)","98108","SOUTH","GEORGETOWN"
"149",1044153,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 09:05:50 AM","2025-04-25","09:05:50","691 BOYLSTON AVE E, SEATTLE, WA 98102",47.62504288,-122.32314912,"POINT (-122.32314912 47.62504288)","98102","EAST","BROADWAY"
"150",1044154,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 09:02:10 AM","2025-04-25","09:02:10","1731 N 115TH ST, SEATTLE, WA 98133",47.71221873,-122.33777838,"POINT (-122.33777838 47.71221873)","98133","NORTH","HALLER LAKE"
"151",1044155,"Parking Enforcement","SPD-Seattle Police Department","04/25/2025 08:59:47 AM","2025-04-25","08:59:47","92 PIKE ST, SEATTLE, WA 98101",47.6089546,-122.3405232,"POINT (-122.3405232 47.6089546)","98101","WEST","PIKE-MARKET"
"152",1044156,"Parking Enforcement","SPD-Seattle Police Department","04/25/2025 09:05:52 AM","2025-04-25","09:05:52","8139 4TH AVE SW, SEATTLE, WA 98106",47.52892734,-122.34073482,"POINT (-122.34073482 47.52892734)","98106","SOUTHWEST","HIGHLAND PARK"
"153",1044157,"Graffiti","SPU-Seattle Public Utilities","04/25/2025 08:56:02 AM","2025-04-25","08:56:02","100 W MERCER ST, SEATTLE, WA 98119",47.62477996,-122.35823815,"POINT (-122.35823815 47.62477996)","98119","WEST","LOWER QUEEN ANNE"
"154",1044158,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 09:05:57 AM","2025-04-25","09:05:57","6509 AURORA AVE N, SEATTLE, WA 98103",47.67658385,-122.34689537,"POINT (-122.34689537 47.67658385)","98103","NORTH","PHINNEY RIDGE"
"155",1044159,"Parks and Recreation Maintenance","SPR-Seattle Parks and Recreation","04/25/2025 09:04:03 AM","2025-04-25","09:04:03","9026 SEWARD PARK AVE S, SEATTLE, WA 98118",47.52340877,-122.26325641,"POINT (-122.26325641 47.52340877)","98118","SOUTH","DUNLAP"
"156",1044160,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 08:52:17 AM","2025-04-25","08:52:17","4622 35TH AVE SW, SEATTLE, WA 98126",47.56099124,-122.37566014,"POINT (-122.37566014 47.56099124)","98126","SOUTHWEST","NORTH DELRIDGE"
"157",1044161,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 09:03:54 AM","2025-04-25","09:03:54","515 BOYLSTON AVE E, SEATTLE, WA 98102",47.62388873,-122.32333517,"POINT (-122.32333517 47.62388873)","98102","EAST","BROADWAY"
"158",1044162,"Parks and Recreation Maintenance","SPR-Seattle Parks and Recreation","04/25/2025 09:07:51 AM","2025-04-25","09:07:51","1568 WESTLAKE AVE, SEATTLE, WA 98101",47.61119309,-122.33694247,"POINT (-122.33694247 47.61119309)","98101","WEST","CENTRAL BUSINESS DISTRICT"
"159",1044163,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/25/2025 09:03:48 AM","2025-04-25","09:03:48","8637 24TH AVE SW, SEATTLE, WA 98106",47.52537692,-122.36362942,"POINT (-122.36362942 47.52537692)","98106","SOUTHWEST","SOUTH DELRIDGE"
"160",1044164,"Graffiti","SPU-Seattle Public Utilities","04/25/2025 09:07:57 AM","2025-04-25","09:07:57","955 STEWART ST, SEATTLE, WA 98101",47.61592771,-122.33387213,"POINT (-122.33387213 47.61592771)","98101","WEST","BELLTOWN"
"161",1044165,"Pothole","SDOT-Seattle Department of Transportation","04/25/2025 09:08:00 AM","2025-04-25","09:08:00","5628 51ST AVE S, SEATTLE, WA 98118",47.55167034,-122.26979411,"POINT (-122.26979411 47.55167034)","98118","SOUTH","SEWARD PARK"
"162",1044166,"Overgrown Vegetation","FAS-Finance and Administrative Services","04/25/2025 09:02:04 AM","2025-04-25","09:02:04","9048 17TH AVE SW, SEATTLE, WA 98106",47.52138496,-122.3562187,"POINT (-122.3562187 47.52138496)","98106","SOUTHWEST","SOUTH DELRIDGE"
"163",1044167,"Scooter or Bike Share Issue","SDOT-Seattle Department of Transportation","04/25/2025 09:08:04 AM","2025-04-25","09:08:04","6319 51ST AVE S, SEATTLE, WA 98118",47.5453918,-122.27014059,"POINT (-122.27014059 47.5453918)","98118","SOUTH","BRIGHTON"
"164",1044168,"Parks and Recreation Maintenance","SPR-Seattle Parks and Recreation","04/25/2025 09:09:58 AM","2025-04-25","09:09:58","5271 37TH AVE S, SEATTLE, WA 98118",47.55476035,-122.28628206,"POINT (-122.28628206 47.55476035)","98118","SOUTH","COLUMBIA CITY"
"165",1044169,"Parking Enforcement","SPD-Seattle Police Department","04/25/2025 09:13:57 AM","2025-04-25","09:13:57","13526 WALLINGFORD AVE N, SEATTLE, WA 98133",47.72767299,-122.33647294,"POINT (-122.33647294 47.72767299)","98133","NORTH","HALLER LAKE"
"166",1044170,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/25/2025 09:11:29 AM","2025-04-25","09:11:29","4400 W POINT AVE W, SEATTLE, WA 98199",47.6609329,-122.43035384,"POINT (-122.43035384 47.6609329)","98199","WEST","LAWTON PARK"
"167",1044171,"General Inquiry - Transportation","SDOT-Seattle Department of Transportation","04/25/2025 09:06:24 AM","2025-04-25","09:06:24","12 S SPOKANE ST, SEATTLE, WA 98134",47.57173326,-122.34094172,"POINT (-122.34094172 47.57173326)","98134","SOUTH","INDUSTRIAL DISTRICT"
"168",1044172,"Illegal Dumping / Needles","SPU-Seattle Public Utilities","04/25/2025 09:10:04 AM","2025-04-25","09:10:04","1734 E COLUMBIA ST, SEATTLE, WA 98122",47.60928061,-122.30977028,"POINT (-122.30977028 47.60928061)","98122","EAST","MINOR"
"169",1044173,"Parks and Recreation Maintenance","SPR-Seattle Parks and Recreation","04/25/2025 09:13:53 AM","2025-04-25","09:13:53","1743 NW DOCK PL, SEATTLE, WA 98107",47.66534981,-122.3789369,"POINT (-122.3789369 47.66534981)","98107","NORTH","ADAMS"
"170",1044174,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 09:05:55 AM","2025-04-25","09:05:55","813 7TH AVE S, SEATTLE, WA 98134",47.59527271,-122.32402872,"POINT (-122.32402872 47.59527271)","98134","WEST","INDUSTRIAL DISTRICT"
"171",1044175,"Public Litter and Recycling Cans","SPU-Seattle Public Utilities","04/25/2025 09:18:22 AM","2025-04-25","09:18:22","2154 ELLIOTT WAY, SEATTLE, WA 98121",47.61124146,-122.34593791,"POINT (-122.34593791 47.61124146)","98121","WEST","BELLTOWN"
"172",1044176,"Nuisance dogs in a park","FAS-Finance and Administrative Services","04/25/2025 09:20:04 AM","2025-04-25","09:20:04","8359 SEAVIEW AVE NW, SEATTLE, WA 98117",47.69048347,-122.4025973,"POINT (-122.4025973 47.69048347)","98117","NORTH","SUNSET HILL"
"173",1044177,"Parking Enforcement","SPD-Seattle Police Department","04/25/2025 09:20:07 AM","2025-04-25","09:20:07","13538 WALLINGFORD AVE N, SEATTLE, WA 98133",47.72786855,-122.33655782,"POINT (-122.33655782 47.72786855)","98133","NORTH","HALLER LAKE"
"174",1044178,"Parking Enforcement","SPD-Seattle Police Department","04/25/2025 09:18:25 AM","2025-04-25","09:18:25","1849 NE RAVENNA BLVD, SEATTLE, WA 98105",47.67023362,-122.30809674,"POINT (-122.30809674 47.67023362)","98105","NORTH","UNIVERSITY DISTRICT"
"175",1044179,"Parking Enforcement","SPD-Seattle Police Department","04/25/2025 09:22:58 AM","2025-04-25","09:22:58","1847 NE RAVENNA BLVD, SEATTLE, WA 98105",47.66909859,-122.30726341,"POINT (-122.30726341 47.66909859)","98105","NORTH","UNIVERSITY DISTRICT"
"176",1044180,"Street Sign Maintenance","SDOT-Seattle Department of Transportation","04/25/2025 09:20:27 AM","2025-04-25","09:20:27","855 E THOMAS ST, SEATTLE, WA 98102",47.62098934,-122.3214902,"POINT (-122.3214902 47.62098934)","98102","EAST","BROADWAY"
"177",1044181,"Graffiti","SPU-Seattle Public Utilities","04/25/2025 09:23:19 AM","2025-04-25","09:23:19","1669 QUEEN ANNE AVE N, SEATTLE, WA 98109",47.63394952,-122.35710084,"POINT (-122.35710084 47.63394952)","98109","WEST","WEST QUEEN ANNE"
"178",1044182,"Parking Enforcement","SPD-Seattle Police Department","04/25/2025 09:10:11 AM","2025-04-25","09:10:11","1918 E SPRUCE ST, SEATTLE, WA 98122",47.60366291,-122.30682832,"POINT (-122.30682832 47.60366291)","98122","EAST","MINOR"
